PaperVersionReview_ID,PaperVersion_ID,Reviewer_ID,ReviewResult_ID,Review_Comments,Review_Comments_File_Path,Date_Sent_For_Review,Date_Of_Receipt
3695,3082,1,8,test,,,2015-08-12
3696,3082,1,1,test,,,2015-08-12
3697,3075,1,2,On basis of your request for withdrawl we withdraw your submission from IEEE International INDIACom-2016.,,,2015-08-13
3698,3106,1,2,Highly Plagiarized,,,2015-08-19
3699,3105,1,2,Highly Plagiarized,,,2015-08-19
3700,3104,1,2,Highly Plagiarized,,,2015-08-19
3701,3103,1,2,Highly Plagiarized,,,2015-08-19
3702,3102,1,2,Highly Plagiarized,,,2015-08-19
3703,3101,1,2,Highly Plagiarized,,,2015-08-19
3704,3100,1,2,Highly Plagiarized,,,2015-08-19
3705,3116,1,2,Highly Plagiarized,,,2015-08-27
3706,3115,1,2,Highly Plagiarized,,,2015-08-27
3707,3114,1,2,Highly Plagiarized,,,2015-08-27
3708,3113,1,2,Highly Plagiarized,,,2015-08-27
3709,3112,1,2,Highly Plagiarized,,,2015-08-27
3710,3111,1,2,Highly Plagiarized,,,2015-08-27
3711,3110,1,2,Highly Plagiarized,,,2015-08-27
3712,3109,1,2,Highly Plagiarized,,,2015-08-27
3713,3075,1,3,"1. Give citation of the references in the body of the paper, wherever, it has been used.
2. Number all the headings and subheading, as given in the template.
3. Add few latest references.
4. Include limitation and Future Score
",,,2015-08-27
3714,3119,1,2,Highly Plagiarized,,,2015-08-28
3715,3118,1,2,Highly Plagiarized,,,2015-08-28
3716,3117,1,2,Highly Plagiarized,,,2015-08-28
3717,3119,1,8,,,,2015-08-28
3718,3119,1,2,Highly plagiarized,,,2015-08-28
3719,3127,1,2,Highly plagiarized,,,2015-08-29
3720,3126,1,2,Highly plagiarized,,,2015-08-29
3721,3125,1,2,Highly plagiarized,,,2015-08-29
3722,3124,1,2,Highly plagiarized,,,2015-08-29
3723,3123,1,2,Highly plagiarized,,,2015-08-29
3724,3122,1,2,Highly plagiarized,,,2015-08-29
3725,3121,1,2,Highly plagiarized,,,2015-08-29
3726,3129,1,2,Highly plagiarized,,,2015-08-29
3727,3128,1,2,Highly plagiarized,,,2015-08-29
3728,3129,1,8,,,,2015-08-29
3729,3129,1,2,Highly plagiarized,,,2015-08-29
3730,3032,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per INDIACom plagiarism policy, any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% similarity from a single source.
Kindly revise your manuscript with appropriate references and citations and resubmit the same. Please find attached the review 
compliance report for your reference.
Author is also advised to consider and incorporate the following
 comments of the review board while revising their manuscript:
i. Paper should be as per the paper template available at 
http://www.bvicam.ac.in/indiacom/Downloads/
",ReviewRemarks_3730.pdf,,2015-08-31
3731,3139,1,2,Highly Plagiarized,,,2015-09-03
3732,3138,1,2,Highly Plagiarized,,,2015-09-03
3733,3134,1,2,Highly Plagiarized,,,2015-09-03
3734,3140,1,2,Highly Plagiarized,,,2015-09-04
3735,3155,1,2,Highly plagiarized,,,2015-09-05
3736,3154,1,2,Highly plagiarized,,,2015-09-05
3737,3153,1,2,Highly plagiarized,,,2015-09-05
3738,3152,1,2,Highly plagiarized,,,2015-09-05
3739,3151,1,2,Highly plagiarized,,,2015-09-05
3740,3150,1,2,Highly plagiarized,,,2015-09-05
3741,3149,1,2,Highly plagiarized,,,2015-09-05
3742,3148,1,2,Highly plagiarized,,,2015-09-05
3743,3147,1,2,Highly plagiarized,,,2015-09-05
3744,3146,1,2,Highly plagiarized,,,2015-09-05
3745,3145,1,2,Highly plagiarized,,,2015-09-05
3746,3144,1,2,Highly plagiarized,,,2015-09-05
3747,3143,1,2,Highly plagiarized,,,2015-09-05
3748,3155,1,3,Highly Plagiarized,,,2015-09-08
3749,3155,1,6,Highly Plagiarized,,,2015-09-08
3750,3155,1,7,Highly Plagiarized,,,2015-09-08
3751,3155,1,8,Highly Plagiarized,,,2015-09-08
3752,3168,1,2,Highly Plagiarized,,,2015-09-13
3753,3170,1,2,Highly Plagiarized,,,2015-09-15
3754,3169,1,2,Highly Plagiarized,,,2015-09-15
3755,3171,1,2,Highly Plagiarized,,,2015-09-15
3756,3176,1,2,Highly plagiarized,,,2015-09-15
3757,3189,1,2,Highly Plagiarized ,,,2015-09-16
3758,3188,1,2,Highly Plagiarized ,,,2015-09-16
3759,3187,1,2,Highly Plagiarized ,,,2015-09-16
3760,3186,1,2,Highly Plagiarized ,,,2015-09-16
3761,3185,1,2,Highly Plagiarized ,,,2015-09-16
3762,3184,1,2,Highly Plagiarized ,,,2015-09-16
3763,3183,1,2,Highly Plagiarized ,,,2015-09-16
3764,3182,1,2,Highly Plagiarized ,,,2015-09-16
3765,3181,1,2,Highly Plagiarized ,,,2015-09-16
3766,3171,1,9,aaa,,,2015-09-19
3767,3170,1,3,rev IR,,,2015-09-20
3768,3170,1,4,,,,2015-09-20
3769,3170,1,5,rej ir,,,2015-09-20
3770,3170,1,6,min rev,,,2015-09-20
3771,3170,1,7,maj dr required,,,2015-09-20
3772,3170,1,8,acc dr,,,2015-09-20
3773,3242,1,2,Highly plagiarised,,,2015-10-06
3774,3241,1,2,Highly plagiarised,,,2015-10-06
3775,3240,1,2,Highly plagiarised,,,2015-10-06
3776,3251,1,2,Highly plagiarized,,,2015-10-06
3777,3250,1,2,Highly plagiarized,,,2015-10-06
3778,3249,1,2,Highly plagiarized,,,2015-10-06
3779,3248,1,2,Highly plagiarized,,,2015-10-06
3780,3247,1,2,Highly plagiarized,,,2015-10-06
3781,3246,1,2,Highly plagiarized,,,2015-10-06
3782,3245,1,2,Highly plagiarized,,,2015-10-06
3783,3244,1,2,Highly plagiarized,,,2015-10-06
3784,3313,1,2,Highly Plagiarized,,,2015-10-16
3785,3312,1,2,Highly Plagiarized,,,2015-10-16
3786,3311,1,2,Highly Plagiarized,,,2015-10-16
3787,3310,1,2,Highly Plagiarized,,,2015-10-16
3788,3309,1,2,Highly Plagiarized,,,2015-10-16
3789,3308,1,2,Highly Plagiarized,,,2015-10-16
3790,3307,1,2,Highly Plagiarized,,,2015-10-16
3791,3306,1,2,Highly Plagiarized,,,2015-10-16
3792,3305,1,2,Highly Plagiarized,,,2015-10-16
3793,3304,1,2,Highly Plagiarized,,,2015-10-16
3794,3303,1,2,Highly Plagiarized,,,2015-10-16
3795,3302,1,2,Highly Plagiarized,,,2015-10-16
3796,3301,1,2,Highly Plagiarized,,,2015-10-16
3797,3300,1,2,Highly Plagiarized,,,2015-10-16
3798,3299,1,2,Highly Plagiarized,,,2015-10-16
3799,3298,1,2,Highly Plagiarized,,,2015-10-16
3800,3297,1,2,Highly Plagiarized,,,2015-10-16
3801,3336,1,2,Highly Plagiarized,,,2015-10-16
3802,3335,1,2,Highly Plagiarized,,,2015-10-16
3803,3334,1,2,Highly Plagiarized,,,2015-10-16
3804,3333,1,2,Highly Plagiarized,,,2015-10-16
3805,3332,1,2,Highly Plagiarized,,,2015-10-16
3806,3331,1,2,Highly Plagiarized,,,2015-10-16
3807,3330,1,2,Highly Plagiarized,,,2015-10-16
3808,3329,1,2,Highly Plagiarized,,,2015-10-16
3809,3328,1,2,Highly Plagiarized,,,2015-10-16
3810,3346,1,2,Highly Plagiarized,,,2015-10-17
3811,3345,1,2,Highly Plagiarized,,,2015-10-17
3812,3344,1,2,Highly Plagiarized,,,2015-10-17
3813,3343,1,2,Highly Plagiarized,,,2015-10-17
3814,3342,1,2,Highly Plagiarized,,,2015-10-17
3815,3341,1,2,Highly Plagiarized,,,2015-10-17
3816,3340,1,2,Highly Plagiarized,,,2015-10-17
3817,3358,1,2,Highly Plagiarized,,,2015-10-18
3818,3357,1,2,Highly Plagiarized,,,2015-10-18
3819,3356,1,2,Highly Plagiarized,,,2015-10-18
3820,3355,1,2,Highly Plagiarized,,,2015-10-18
3821,3354,1,2,Highly Plagiarized,,,2015-10-18
3822,3353,1,2,Highly Plagiarized,,,2015-10-18
3823,3352,1,2,Highly Plagiarized,,,2015-10-18
3824,3351,1,2,Highly Plagiarized,,,2015-10-18
3825,3350,1,2,Highly Plagiarized,,,2015-10-18
3826,3386,1,2,Highly Plagiarized,,,2015-10-20
3827,3385,1,2,Highly Plagiarized,,,2015-10-20
3828,3384,1,2,Highly Plagiarized,,,2015-10-20
3829,3383,1,2,Highly Plagiarized,,,2015-10-20
3830,3382,1,2,Highly Plagiarized,,,2015-10-20
3831,3381,1,2,Highly Plagiarized,,,2015-10-20
3832,3380,1,2,Highly Plagiarized,,,2015-10-20
3833,3379,1,2,Highly Plagiarized,,,2015-10-20
3834,3378,1,2,Highly Plagiarized,,,2015-10-20
3835,3377,1,2,Highly Plagiarized,,,2015-10-20
3836,3376,1,2,Highly Plagiarized,,,2015-10-20
3837,3375,1,2,Highly Plagiarized,,,2015-10-20
3838,3374,1,2,Highly Plagiarized,,,2015-10-20
3839,3373,1,2,Highly Plagiarized,,,2015-10-20
3840,3089,1,3,Author is advised to submit the complete Paper as author has submitted only abstract,,,2015-10-21
3841,3399,1,2,Highly Plagiarized,,,2015-10-21
3842,3398,1,2,Highly Plagiarized,,,2015-10-21
3843,3397,1,2,Highly Plagiarized,,,2015-10-21
3844,3396,1,2,Highly Plagiarized,,,2015-10-21
3845,3395,1,2,Highly Plagiarized,,,2015-10-21
3846,3394,1,2,Highly Plagiarized,,,2015-10-21
3847,3393,1,2,Highly Plagiarized,,,2015-10-21
3848,3392,1,2,Highly Plagiarized,,,2015-10-21
3849,3426,1,2,Highly Plagiarized,,,2015-10-24
3850,3425,1,2,Highly Plagiarized,,,2015-10-24
3851,3424,1,2,Highly Plagiarized,,,2015-10-24
3852,3423,1,2,Highly Plagiarized,,,2015-10-24
3853,3422,1,2,Highly Plagiarized,,,2015-10-24
3854,3421,1,2,Highly Plagiarized,,,2015-10-24
3855,3420,1,2,Highly Plagiarized,,,2015-10-24
3856,3419,1,2,Highly Plagiarized,,,2015-10-24
3857,3418,1,2,Highly Plagiarized,,,2015-10-24
3858,3417,1,2,Highly Plagiarized,,,2015-10-24
3859,3416,1,2,Highly Plagiarized,,,2015-10-24
3860,3415,1,2,Highly Plagiarized,,,2015-10-24
3861,3414,1,2,Highly Plagiarized,,,2015-10-24
3862,3413,1,2,Highly Plagiarized,,,2015-10-24
3863,3459,1,2,Highly Plagiarized,,,2015-10-27
3864,3458,1,2,Highly Plagiarized,,,2015-10-27
3865,3457,1,2,Highly Plagiarized,,,2015-10-27
3866,3456,1,2,Highly Plagiarized,,,2015-10-27
3867,3455,1,2,Highly Plagiarized,,,2015-10-27
3868,3454,1,2,Highly Plagiarized,,,2015-10-27
3869,3453,1,2,Highly Plagiarized,,,2015-10-27
3870,3452,1,2,Highly Plagiarized,,,2015-10-27
3871,3451,1,2,Highly Plagiarized,,,2015-10-27
3872,3450,1,2,Highly Plagiarized,,,2015-10-27
3873,3449,1,2,Highly Plagiarized,,,2015-10-27
3874,3448,1,2,Highly Plagiarized,,,2015-10-27
3875,3447,1,2,Highly Plagiarized,,,2015-10-27
3876,3446,1,2,Highly Plagiarized,,,2015-10-27
3877,3445,1,2,Highly Plagiarized,,,2015-10-27
3878,3444,1,2,As desired by the author,,,2015-10-27
3879,3472,1,2,Highly Plagiarized,,,2015-10-27
3880,3489,1,2,Highly Plagiarized,,,2015-10-27
3881,3488,1,2,Highly Plagiarized,,,2015-10-27
3882,3487,1,2,Highly Plagiarized,,,2015-10-27
3883,3486,1,2,Highly Plagiarized,,,2015-10-27
3884,3485,1,2,Highly Plagiarized,,,2015-10-27
3885,3484,1,2,Highly Plagiarized,,,2015-10-27
3886,3483,1,2,Highly Plagiarized,,,2015-10-27
3887,3482,1,2,Highly Plagiarized,,,2015-10-27
3888,3481,1,2,Highly Plagiarized,,,2015-10-27
3889,3480,1,2,Highly Plagiarized,,,2015-10-27
3890,3479,1,2,Highly Plagiarized,,,2015-10-27
3891,3478,1,2,Highly Plagiarized,,,2015-10-27
3892,3477,1,2,Highly Plagiarized,,,2015-10-27
3893,3476,1,2,Highly Plagiarized,,,2015-10-27
3894,3475,1,2,Highly Plagiarized,,,2015-10-27
3895,3474,1,2,Highly Plagiarized,,,2015-10-27
3896,3473,1,2,Highly Plagiarized,,,2015-10-27
3897,3293,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarized. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3897.pdf,,2015-10-29
3898,3225,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3898.pdf,,2015-10-29
3899,3079,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3899.pdf,,2015-10-29
3900,3370,1,2,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3900.pdf,,2015-10-29
3901,3135,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3901.pdf,,2015-10-29
3902,3284,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3902.pdf,,2015-10-29
3903,3326,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3903.pdf,,2015-10-29
3904,3315,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3904.pdf,,2015-10-29
3905,3161,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3905.pdf,,2015-10-29
3906,3388,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3906.pdf,,2015-10-29
3907,3391,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3907.pdf,,2015-10-29
3908,3401,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3908.pdf,,2015-10-29
3909,3412,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3909.pdf,,2015-10-29
3910,3460,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3910.pdf,,2015-10-29
3911,3467,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3911.pdf,,2015-10-29
3912,3466,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3912.pdf,,2015-10-29
3913,3443,1,3,"Initial Review of your manuscript is complete. Certain sections of your manuscript were found to be plagiarised. As per CSI-2015 plagiarism policy,
 any manuscript considered for publication should not contain more than 20% plagiarism in total and not more than 5% 
similarity from a single source.Kindly revise your manuscript with appropriate references and citations 
and resubmit the same. Please find attached the Turnitin-generated review compliance report for your reference.
",ReviewRemarks_3913.pdf,,2015-10-29
3914,3507,1,2,Highly Plagiarized,,,2015-10-29
3915,3508,1,2,Highly Plagiarized,,,2015-10-29
3916,3509,1,2,Highly Plagiarized,,,2015-10-29
3917,3510,1,2,Highly Plagiarized,,,2015-10-29
3918,3511,1,2,Highly Plagiarized,,,2015-10-29
3919,3512,1,2,Highly Plagiarized,,,2015-10-29
3920,3513,1,2,Highly Plagiarized,,,2015-10-29
3921,3514,1,2,Highly Plagiarized,,,2015-10-29
3922,3515,1,2,Highly Plagiarized,,,2015-10-29
3923,3516,1,2,Highly Plagiarized,,,2015-10-29
3924,3093,1,2,The paper could not be opened in MS-Word. Please upload a fresh version of your paper.,,,2015-10-30
3925,3541,1,2,Highly Plagiarized,,,2015-10-30
3926,3540,1,2,Highly Plagiarized,,,2015-10-30
3927,3539,1,2,Highly Plagiarized,,,2015-10-30
3928,3538,1,2,Highly Plagiarized,,,2015-10-30
3929,3537,1,2,Highly Plagiarized,,,2015-10-30
3930,3536,1,2,Highly Plagiarized,,,2015-10-30
3931,3535,1,2,Highly Plagiarized,,,2015-10-30
3932,3534,1,2,Highly Plagiarized,,,2015-10-30
3933,3533,1,2,Highly Plagiarized,,,2015-10-30
3934,3532,1,2,Highly Plagiarized,,,2015-10-30
3935,3531,1,2,Highly Plagiarized,,,2015-10-30
